,10 metre U wind component,10 metre V wind component,2 metre dewpoint temperature,2 metre temperature,Mean sea level pressure,Mean wave direction,Mean wave period,Sea surface temperature,Significant height of combined wind waves and swell,Surface pressure,Skin temperature,100 metre U wind component,100 metre V wind component,10 metre u-component of neutral wind,10 metre v-component of neutral wind,10 metre wind speed,Forecast logarithm of surface roughness for heat,Instantaneous surface sensible heat flux,Near IR albedo for diffuse radiation (climatological),Near IR albedo for direct radiation (climatological),UV visible albedo for diffuse radiation (climatological),UV visible albedo for direct radiation (climatological),Air density over the oceans,Coefficient of drag with waves,Free convective velocity over the oceans,Maximum individual wave height,Mean direction of total swell,Mean direction of wind waves,Mean period of total swell,Mean period of wind waves,Mean square slope of waves,Mean wave direction of first swell partition,Mean wave direction of second swell partition,Mean wave direction of third swell partition,Mean wave period based on first moment,Mean wave period based on first moment for swell,Mean wave period based on first moment for wind waves,Mean wave period based on second moment for swell,Mean wave period based on second moment for wind waves,Mean wave period of first swell partition,Mean wave period of second swell partition,Mean wave period of third swell partition,Mean zero-crossing wave period,Model bathymetry,Normalized energy flux into ocean,Normalized energy flux into waves,Normalized stress into ocean,10 metre wind direction,Peak wave period,Period corresponding to maximum individual wave height,Significant height of total swell,Significant height of wind waves,Significant wave height of first swell partition,Significant wave height of second swell partition,Significant wave height of third swell partition,Wave spectral directional width,Wave spectral directional width for swell,Wave spectral directional width for wind waves,Wave spectral kurtosis,Wave spectral peakedness,Wave Spectral Skewness,Sea ice area fraction,Instantaneous 10 metre wind gust,"Surface direct short-wave radiation, clear sky",Downward UV radiation at the surface,Surface latent heat flux,Surface net short-wave (solar) radiation,"Surface net short-wave (solar) radiation, clear sky",Surface net long-wave (thermal) radiation,"Surface net long-wave (thermal) radiation, clear sky",Surface sensible heat flux,Surface short-wave (solar) radiation downward clear-sky,Surface short-wave (solar) radiation downwards,Surface long-wave (thermal) radiation downward clear-sky,Surface long-wave (thermal) radiation downwards,TOA incident short-wave (solar) radiation,Top net short-wave (solar) radiation,"Top net short-wave (solar) radiation, clear sky",Top net long-wave (thermal) radiation,"Top net long-wave (thermal) radiation, clear sky",Total sky direct short-wave (solar) radiation at surface
1948-06-01,0.8473311463991801,-1.3911142349243164,285.5885314941406,289.12074025472003,102049.1063639323,316.9474283854167,7.8156077067057295,290.62939453125,1.1061461766560872,99969.66666666669,290.1245625813802,1.123272716999054,-1.6435050964355469,0.8756622672080994,-1.4643999735514324,3.6941731770833335,-7.704247156778972,-25.803181966145832,0.1400216519832611,0.12615817040205,0.0479650162160396,0.0467345155775547,1.2138090133666992,0.0008392844659586,0.65765380859375,2.0616884231567383,316.6889038085937,8.860039710998535,8.028658548990885,3.0276333491007485,0.0026159977229932,308.3265787760417,165.73101806640625,231.1148020426432,6.538272221883138,6.890486399332683,2.351043701171875,6.096567153930664,1.0858154296875,8.485384941101074,7.917080243428548,15.593430519104004,5.649278958638509,147.33333333333334,-2.7653096516927085,0.5807965596516927,0.9995170434316,343.2900390625,9.761684735616049,6.87047831217448,1.0705369313557942,0.1624596317609151,1.0283549626668294,0.1495440999666849,0.0221559715767701,0.3778970241546631,0.2616798281669616,0.7841401298840841,0.0029820998509724,5.342082659403483,0.0122288229564825,0.0,5.607894579569499,23744785.33333333,2410467.6666666665,-6206356.0,19171573.33333333,26026077.33333333,-5192447.0,-7535711.333333333,-2353816.0,29184016.666666668,21008106.666666668,26543426.666666668,29415150.666666668,41610240.0,29416645.33333333,35675874.666666664,-21749520.0,-23103463.33333333,13099934.0
1948-07-01,-0.0784615675608317,-1.5540917714436848,286.80937067667645,290.6666666666667,102006.12288411458,328.1134847005208,6.513415654500325,292.3212890625,0.8346770207087199,99934.19791666669,291.8346176147461,-0.1187722086906433,-1.8312492370605469,-0.065779427687327,-1.6386391321818037,3.7522786458333335,-7.754958470662435,-29.09808349609375,0.134463128944238,0.1219539393981297,0.0481627943615118,0.0470305879910787,1.2063016891479492,0.0008453618114193,0.68994140625,1.5713974634806316,326.9141845703125,21.880299886067707,6.709639231363933,2.782973289489746,0.0024555763229727,310.8775227864583,153.33743794759116,235.5254669189453,5.412019729614258,5.761596043904622,2.215080897013346,5.119368235270183,1.1728108723958333,7.056722323099772,7.317623456319173,12.586645126342772,4.664504686991374,147.33333333333334,-2.5270538330078125,1.3889443079630537,0.9986173907915752,7.442979176839192,8.000203450520834,5.74385420481364,0.8096422155698141,0.1372884114583333,0.7606797814369202,0.1919945081075032,0.0163600879410902,0.4120729962984721,0.2770431637763977,0.6919816335042318,0.0038040280342102,4.650219281514485,0.0145795779923597,0.0,5.50190798441569,23222938.0,2496112.0,-6335567.333333333,19782736.0,25345912.0,-5404301.666666667,-7459927.666666667,-2618971.0,28350652.0,21629778.666666668,27406730.666666668,30027249.666666668,40308479.9375,29600274.666666668,34624989.333333336,-22641990.666666668,-23602778.666666668,14283824.666666666
1948-08-01,0.2900372942288716,-0.8440739313761393,288.81692759195965,292.2257436116536,101725.94384765624,322.561767578125,6.914034843444824,293.777099609375,0.963472624619802,99667.48958333331,293.0983479817708,0.4071965416272481,-0.9523042043050132,0.3173469454050064,-0.9132121404012044,3.6071036656697593,-7.681462287902832,-21.401199340820312,0.129974660774072,0.1183960797886053,0.0485446713864803,0.0473676485319932,1.1948544184366865,0.0008299614613254,0.620269775390625,1.804648717244466,322.03562418619794,22.101638793945312,7.11089547475179,3.1194095611572266,0.0025967376617093,274.3746744791667,132.82456970214844,209.99097696940103,5.835029602050781,6.146309852600098,2.3887389500935874,5.477118174235026,1.0026041666666667,7.577967961629231,6.163434346516927,12.094698270161947,5.09296194712321,147.33333333333334,-3.1660308837890625,0.6324914296468099,1.0067236026128132,129.16575050354004,8.69711716969808,6.135231335957845,0.9223445057868958,0.1580830216407776,0.851146380106608,0.2435779968897501,0.018309316287438,0.4317856629689534,0.2701069911321004,0.8417897621790568,0.003436009089152,4.684805870056152,0.01316557948788,0.0,5.544609705607097,20349320.666666668,2164995.0,-6058609.0,17181728.333333332,22251597.33333333,-5274185.0,-7031685.333333333,-1987507.0,24820890.666666668,18761173.33333333,28438466.666666668,30784076.0,35677167.083333336,25847773.33333333,30628709.33333333,-22532104.666666668,-23690158.666666668,12589261.333333334
1948-09-01,-0.2128127813339233,-0.8955443700154623,287.47142283121747,290.7688293457031,101936.68538411458,327.05615234375,8.232735315958658,292.864990234375,1.2246570587158203,99871.70833333331,291.65065002441406,-0.233219047387441,-1.062398910522461,-0.2169115344683329,-0.9587167104085288,4.236360867818196,-7.791236241658528,-19.14136250813802,0.1252581837276617,0.1148074145118395,0.0476645144323507,0.0466393505533536,1.203322410583496,0.0008864684496074,0.6336873372395834,2.291136741638184,326.3476969401042,35.16231282552084,8.504545211791992,3.0839624404907227,0.003290304603676,256.0050811767578,154.21051025390625,244.22993977864584,6.701376914978027,7.175173441569011,2.469509760538737,6.278108914693196,1.3851318359375,8.716914494832357,7.167085965474446,10.974507331848145,5.662100474039714,147.33333333333334,-2.484491984049479,1.2640066146850586,0.993069072564443,46.66144816080729,10.625189781188965,7.095336278279622,1.169818878173828,0.2519855697949727,1.0861047108968098,0.3074595729509989,0.0221367726723353,0.3923087914784749,0.2531319260597229,0.6968667109807333,0.002653698126475,4.953777313232422,0.0112780816853046,0.0,6.051217079162598,16521152.666666666,1838627.6666666667,-6375337.333333333,15042709.0,18007497.333333332,-6220952.0,-7592639.666666667,-1790366.0,20053162.0,16438218.333333334,27199632.0,29104090.666666668,28780615.83333333,21738082.666666668,24574364.0,-22461388.0,-23640818.0,11811592.333333334
1948-10-01,0.2047503081460794,-0.2816148598988851,284.5725555419922,288.08348592122394,101859.03531901042,324.4616292317708,8.48238436381022,291.484375,1.2703965504964192,99778.63541666669,289.04820760091144,0.3286881844202677,-0.3476189772288005,0.2048840050896009,-0.3453811605771382,3.7359212239583335,-7.694360415140788,-14.31237284342448,0.1221558339893817,0.1139440673093001,0.0473101747532685,0.0463509125014146,1.2135343551635742,0.0008428078144788,0.62847900390625,2.362729072570801,323.8316650390625,34.01585261027018,8.682499567667643,3.156447092692057,0.0028947416382531,271.7194010416667,147.5118662516276,226.1552734375,7.039249738057454,7.39227803548177,2.4297221501668296,6.482727686564128,1.0682779947916667,8.807506243387857,6.728054046630859,10.715556780497232,6.025247891743978,147.33333333333334,-3.2748260498046875,0.3927151362101237,1.0058491627375286,37.15910847981771,10.65862782796224,7.398533185323079,1.230434735616048,0.1850104530652364,1.162645657857259,0.2374699910481771,0.0370879210531711,0.3821053107579549,0.2465567588806152,0.8237530390421549,0.0025725166002909,5.056091944376628,0.0113174381355444,0.0,5.684831619262695,11787920.333333334,1221976.5,-5368057.333333333,10044303.666666666,12905045.666666666,-6295884.333333333,-7945533.666666667,-1351560.6666666667,14428586.0,11027404.666666666,25529216.0,27804704.0,21043200.33333333,14862505.333333334,17697450.666666668,-21240226.666666668,-22898510.666666668,7527961.333333333
1948-11-01,0.0791692932446797,0.8214250008265177,282.91851806640625,286.2881724039714,102290.15641276042,315.1888427734375,9.912384668986002,289.075439453125,1.2773618698120115,100205.86458333331,286.3374735514323,0.4063048362731933,0.9605467915534972,0.0460211634635925,0.7792202395697435,3.2472330729166665,-7.664527257283528,-0.4384740193684895,0.1166442011793454,0.1101916606227556,0.0476512710253397,0.0466487805048624,1.2258259455362956,0.0007973132499804,0.3991440137227376,2.3594490687052407,314.9983723958333,37.24092610677084,10.019964853922524,3.244537353515625,0.002210464561358,274.0291341145833,136.37860107421875,214.0989023844401,8.32133706410726,8.540534655253092,2.4077561696370444,7.380988438924153,0.7699788411458334,10.327370007832846,6.68899408976237,8.82054869333903,7.064621925354004,147.33333333333334,-2.4657491048177085,-0.2622865041097005,1.0028947591781616,148.30034891764322,11.687221844991049,8.723439852396647,1.258633295694987,0.1170857350031534,1.196515401204427,0.2605846921602885,0.0461176124711831,0.3554116090138753,0.2514238556226094,0.9609335859616598,0.0023912986119588,5.662096341451009,0.0103032526870568,0.0,5.348411877950032,7769974.666666667,830914.1458333334,-3134886.6666666665,7167087.0,8613103.0,-6573232.0,-7778678.666666667,-84245.6875,9701630.666666666,7921936.0,24569744.0,26257722.666666668,14596044.666666666,10538871.333333334,12020821.0,-21137726.666666668,-22549434.666666668,5362473.666666667
1948-12-01,-0.0024094581604003,2.5101439158121743,279.18414306640625,283.8505859375,101846.80631510416,315.6332194010417,9.935434023539225,287.769287109375,1.68417485555013,99735.1875,284.22812906901044,0.507818599541982,3.8084754943847656,-0.040269653002421,2.472318649291992,5.241902987162272,-7.948789596557617,2.621078491210937,0.1117257103323936,0.106405006100734,0.0481861804922421,0.0474005416035652,1.2317790985107422,0.0009887921623885,0.531829833984375,3.143474896748861,317.7817789713542,140.73387654622397,10.418995221455893,2.8913679122924805,0.0044629462063312,254.79041544596356,157.28111775716147,185.7051798502604,7.8626298904418945,8.701498031616211,2.4823999404907227,7.49714469909668,1.8963216145833333,10.78736432393392,9.55099868774414,5.753274917602539,6.468172391255696,147.33333333333334,-3.0907694498697915,1.6563698450724285,0.9824433128039042,171.21142578125,12.483827908833822,8.33668041229248,1.6056429545084636,0.3521061937014262,1.5234705607096355,0.3637539347012837,0.0510570543507734,0.4073047439257304,0.2636313041051228,0.4853444099426269,0.0030656456947326,5.1789290110270185,0.0126637009282906,0.0,9.04873530069987,5877181.0,563488.0208333334,-5850875.666666667,4763187.333333333,6627106.0,-6103749.333333333,-8131891.333333333,226686.3333333333,7502591.666666667,5270374.333333333,23077362.666666668,25805106.666666668,11610829.0,7488323.666666667,9419861.166666666,-19420272.0,-21637228.0,3005200.5
1949-01-01,0.530417243639628,-0.0581180254618326,278.1295115152995,281.54590861002606,102669.1396484375,320.3590901692708,10.782431284586588,286.20556640625,1.943223635355632,100527.86458333331,282.27231852213544,0.8644040624300638,-0.149232546488444,0.4940520922342936,-0.0926613012949625,4.1375071207682295,-7.759274164835612,-6.75274658203125,0.1138984784483909,0.1084220297634601,0.0487464653948942,0.0480306421717008,1.252250035603841,0.0008860675928493,0.5814005533854166,3.5760285059611,320.5183512369792,24.721720377604168,10.949589411417644,3.05599308013916,0.0036537589815755,309.82798258463544,107.9192860921224,204.5799102783203,9.0205078125,9.43709405263265,2.429120381673177,8.280647277832031,1.3045654296875,11.172719955444336,8.131575266520182,10.186161677042644,7.660976727803548,147.33333333333334,-3.8110453287760415,-0.1884072621663411,1.0077697038650513,123.0214131673177,13.118271509806316,9.415640195210775,1.916603406270345,0.2186085780461629,1.8704605102539065,0.2330248355865478,0.0246158291896184,0.3497519294420878,0.2376135389010111,0.7236765225728353,0.0022332072257995,5.292014757792155,0.0114730608959992,0.0,6.56443436940511,6847624.333333333,645877.3958333334,-3900804.0,5430782.666666667,7531467.333333333,-5821311.333333333,-8237744.333333333,-616409.6666666666,8714429.666666666,6029874.0,22104648.0,25204088.0,13211101.666666666,8558830.666666666,10606540.666666666,-20813990.666666668,-21657478.666666668,3717982.6666666665
1949-02-01,-0.9409033457438152,0.3613697749873002,278.3954569498698,282.1388753255208,102899.43538411458,321.2973022460937,11.115604082743326,285.720947265625,1.738836924235026,100760.02083333331,282.61012776692706,-1.0428307851155598,0.472128947575887,-0.994154930114746,0.3247842155396938,3.64892578125,-7.729235967000325,-9.152621587117514,0.1184615480403105,0.1120362766087055,0.0487716024120648,0.0479508017500241,1.2534186045328777,0.0008374104897181,0.5212300618489584,3.1794888178507485,321.03289794921875,56.38689676920573,11.23271115620931,2.9535706837972007,0.0026422379693637,272.5739034016927,126.65735371907552,190.2188059488932,9.382163047790527,9.66935380299886,2.300941785176595,8.430845896402994,1.0777994791666667,11.691870053609213,7.903982798258464,5.387962977091472,7.977029164632161,147.33333333333334,-2.604212443033854,-0.6064313252766927,0.996259848276774,106.1647491455078,13.076956748962402,9.807939211527506,1.7201401392618816,0.1413969794909159,1.6506954828898113,0.3382882475852966,0.0315993167459964,0.3375786145528157,0.2437546253204345,0.7712726791699728,0.0024325251579284,5.684012413024902,0.0109526092807451,0.0,5.634351094563802,10527179.333333334,994253.6875,-3617942.6666666665,8417817.333333334,11478118.333333334,-6079883.666666667,-8276252.333333333,-842021.6666666666,12903712.0,9269357.333333334,22306877.33333333,25085661.33333333,18645179.33333333,12568730.333333334,15521553.0,-20495320.0,-21736745.33333333,5807562.333333333
1949-03-01,0.1151174505551656,-0.7300818761189779,278.38621520996094,282.20409138997394,102015.90218098958,331.7901611328125,8.373645782470703,285.408447265625,1.3352632522583008,99889.35416666669,282.8755798339844,0.2972598870595296,-0.8833389282226562,0.0981297294298807,-0.7861982981363932,4.132558822631836,-7.777635892232259,-14.371337890625,0.126034057388703,0.1158932447433471,0.0494410110016663,0.0483704395592212,1.2427597045898438,0.0008851865616937,0.5616455078125,2.4957332611083984,332.1802978515625,30.442367553710938,8.601755460103353,3.0307184855143228,0.0035708013456314,275.9000651041667,167.77721659342447,212.8141072591146,6.838371276855469,7.218742370605469,2.4138739903767905,6.34265677134196,1.3122965494791667,8.94543743133545,8.018374760945639,10.96435546875,5.849289258321126,147.33333333333334,-3.742746988932292,0.7907629013061523,1.0122008323669434,33.8602040608724,10.644275347391764,7.201901435852051,1.2869078318277996,0.228945513566335,1.1654799779256184,0.3877373933792114,0.0419413248697916,0.4122723738352458,0.2742684880892436,0.7090712388356527,0.004339853922526,5.032448768615723,0.014374795059363,0.0,6.680069287618001,15681715.333333334,1426092.6666666667,-4308089.666666667,11453082.0,16585677.666666666,-5693846.666666667,-8253068.666666667,-1326347.3333333333,18772803.33333333,12586403.333333334,22389474.666666668,25589732.0,26190146.0,17281062.333333332,22080066.666666668,-19960739.33333333,-21575987.33333333,7805783.0
1949-04-01,0.2215242981910705,-1.129778544108073,282.07985432942706,286.2052739461263,102044.66251627605,319.60939534505206,9.066185315450031,286.80712890625,1.4537633260091145,99952.625,286.4679438273112,0.4472904404004414,-1.2621968587239585,0.2392743031183878,-1.2069629033406577,3.9981282552083335,-7.799082120259603,-16.331461588541668,0.1314609857896963,0.1194490864872932,0.0489321475227673,0.0475540856520334,1.226335843404134,0.0008690458877633,0.4818318684895833,2.709597587585449,318.8628336588542,23.53394063313802,9.290795962015787,3.169458707173665,0.0034273256702969,300.89585367838544,140.17825317382812,217.76258341471356,7.486670811971028,7.882504145304362,2.476738611857096,6.88086732228597,1.2027180989583333,9.711660067240397,7.409560839335124,12.562237421671549,6.360561688741048,147.33333333333334,-4.111536661783855,0.5156596501668295,1.0150724252065022,7.127301216125488,11.122614860534668,7.860554377237956,1.4087565739949544,0.2204182942708333,1.3511374791463215,0.2452567815780639,0.0420942083001136,0.3798265059789021,0.2550980448722839,0.788532535235087,0.0033841927846272,5.302272796630859,0.0128122493624687,0.0,6.64624563852946,20650607.33333333,2131130.0,-5079353.333333333,17358899.0,21936272.0,-5807353.333333333,-7938069.0,-1538364.0,24455577.33333333,18970133.33333333,24562717.33333333,27101411.33333333,33783671.0,24854437.33333333,29071121.33333333,-20230870.666666668,-22278434.666666668,13108574.666666666
1949-05-01,0.6300439834594727,-1.271061897277832,281.8034947713216,285.50953674316406,101652.88549804688,330.5763753255208,7.790488560994466,287.696044921875,1.3027604420979817,99557.27083333331,286.2999776204427,0.8856028119723002,-1.6791868209838867,0.6297807296117147,-1.3460238774617512,4.350992838541667,-7.801124254862468,-23.746017456054688,0.1389376434187094,0.1252700934807459,0.0483637352784474,0.0470049815873305,1.2244526545206706,0.0009006462836017,0.6386820475260416,2.44051202138265,330.71803792317706,10.23671054840088,8.050337473551432,2.964762687683105,0.0036179736101379,237.2742156982422,177.43602498372397,215.2449747721354,6.570851643880208,7.025707880655925,2.4133145014444985,6.281395594278972,1.4678548177083333,8.254623095194498,7.513099352518718,15.143486658732096,5.680206298828125,147.33333333333334,-3.79144287109375,1.173234939575195,1.0095951755841572,333.8168131510417,9.48190212249756,6.883310317993164,1.2492046356201172,0.2474938829739888,1.2080844243367512,0.1785837809244791,0.0128959727783997,0.3872369925181071,0.2725727160771687,0.6365552147229513,0.0057084361712137,4.864680926005046,0.0170467408994833,0.0,6.447176297505696,23291612.666666668,2158766.6666666665,-5688613.0,17221859.666666668,25144218.666666668,-5415624.666666667,-8011547.0,-2076803.0,28191591.33333333,18859072.0,24215949.33333333,27420178.666666668,39276253.958333336,26396197.33333333,33661661.333333336,-20822718.666666668,-22329186.0,11909795.666666666
1949-06-01,0.2315806746482849,-1.1417423884073894,286.8016357421875,290.32061767578125,101949.61246744792,325.4850667317708,6.9412841796875,290.87841796875,0.8584910035133362,99880.30208333331,290.8940734863281,0.2946689923604329,-1.322130521138509,0.2460871934890747,-1.194093386332194,3.6644694010416665,-7.719580968221028,-23.690775553385414,0.1400216519832611,0.12615817040205,0.0479650162160396,0.0467345155775547,1.2065448760986328,0.0008370797925939,0.5305989583333334,1.6164560317993164,325.064453125,22.30746459960937,7.189591725667317,2.9776121775309243,0.0025307239654163,237.51500447591147,178.9224599202474,200.53435262044272,5.533257166544597,5.896087010701497,2.31692123413086,5.161767959594727,1.0802815755208333,7.322617212931315,7.163688023885091,9.712879498799644,4.734170913696289,147.33333333333334,-2.7210896809895835,1.0033528010050456,0.9986799160639444,239.57811991373697,9.757761001586914,5.87664000193278,0.8251606822013855,0.144496997197469,0.7003462910652161,0.3477569023768107,0.0404198504984378,0.4258599479993184,0.2419042785962422,0.7764463027318319,0.0023906429608662,4.8742523193359375,0.0098420220116774,0.0,5.42345396677653,24211678.666666668,2711908.6666666665,-5855524.0,21908496.0,26289098.666666668,-6206198.666666667,-7626575.333333333,-2161166.333333333,29479697.33333333,23985781.33333333,26798266.666666668,28759220.0,41603072.0,31708677.33333333,35708600.0,-22437180.0,-23465716.0,17040171.333333332
1949-07-01,-0.6155983606974283,-1.1537583669026692,288.74678293863934,292.9729512532552,101982.78125,334.6285807291667,6.351796785990397,293.637451171875,0.7660923997561137,99923.15625,293.84693908691406,-0.8417371114095052,-1.278774897257487,-0.6020228068033854,-1.2257188161214192,3.514404296875,-7.712454477945964,-29.482635498046875,0.134463128944238,0.1219539393981297,0.0481627943615118,0.0470305879910787,1.1957909266153972,0.0008218808410068,0.6323445638020834,1.4449294408162434,333.5885823567708,34.356689453125,6.51040776570638,2.8565794626871743,0.002250954741612,259.56300862630206,206.996821085612,209.09478759765625,5.172743797302246,5.4581451416015625,2.2259308497111,4.825033505757649,1.0338541666666667,6.775294939676921,7.500148455301921,10.744937896728516,4.451253255208333,147.33333333333334,-2.6736958821614585,1.1410369873046875,1.0023833115895588,32.07313537597656,8.18191909790039,5.506697336832683,0.7460788488388062,0.1147237221399943,0.6611345807711283,0.2611215909322102,0.0339212715625762,0.433678130308787,0.2928105195363362,0.7610591451327006,0.0036740700403849,4.6609296798706055,0.0139889828860759,0.0,5.141908327738444,23698901.33333333,2782488.6666666665,-6318642.333333333,22524976.0,25597298.666666668,-6777678.0,-7635351.333333333,-2707355.6666666665,28619980.666666668,24608469.33333333,28064357.33333333,29593465.33333333,40329318.375,31891877.33333333,34720285.333333336,-23309072.0,-24107535.33333333,18256589.33333333
1949-08-01,-0.9442040125528972,-1.1925252278645833,288.86095174153644,293.6397705078125,102026.64379882812,342.9007975260417,6.654835383097331,294.927490234375,0.9064097205797832,99967.59375,294.7190195719401,-1.1715917587280271,-1.381569226582845,-0.9649581909179688,-1.2648309071858723,3.9676920572916665,-7.767041206359863,-33.2579345703125,0.129974660774072,0.1183960797886053,0.0485446713864803,0.0473676485319932,1.19294007619222,0.0008651663859685,0.6975809733072916,1.7083222071329751,340.2376302083333,38.83293151855469,6.9184268315633135,2.969690322875977,0.0028716984670609,195.8992462158203,217.33654276529947,225.61903381347656,5.403451601664226,5.811167399088542,2.355494181315104,5.137548764546712,1.2409261067708333,7.270796457926433,7.630373954772949,10.531150182088217,4.6410471598307295,147.33333333333334,-2.9299468994140625,1.3609247207641602,1.0008486310640972,38.0514170328776,8.488883336385092,5.752671877543132,0.8623330990473429,0.1858654220898946,0.7863596479098002,0.2583941022555033,0.0418988267580668,0.4437075058619181,0.3018196622530619,0.7149637142817179,0.0053697228431701,5.438623428344727,0.015749850620826,0.0,5.687512397766113,20809556.0,2453479.333333333,-6338553.333333333,19811952.0,22530509.33333333,-6681320.0,-7425153.0,-3056332.6666666665,25123498.0,21621509.33333333,28656338.666666668,30133620.666666668,35721386.666666664,28227754.666666668,30724778.666666668,-23329790.666666668,-24024874.0,16120080.666666666
1949-09-01,-0.5409250060717264,0.3432632287343343,288.682866414388,292.9227498372396,101577.53548177084,315.4058430989583,7.9494632085164385,294.164306640625,0.9197567105293274,99524.69791666669,293.2160186767578,-0.6587966283162435,0.8218808571497599,-0.5068197846412659,0.281017541885376,3.6368115743001295,-7.732977231343587,-9.887575467427572,0.1252581837276617,0.1148074145118395,0.0476645144323507,0.0466393505533536,1.1890271504720051,0.0008353727559248,0.5059712727864584,1.7318477630615234,314.73980712890625,48.48667907714844,8.171224276224772,2.894897778828939,0.0024376259340594,285.8264567057292,143.45013427734375,201.39198303222656,6.243600209554036,6.628732045491536,2.262833913167318,5.6455183029174805,1.07763671875,8.79032071431478,6.34079647064209,7.875902493794759,5.1773786544799805,147.33333333333334,-2.258870442708333,0.8932781219482422,0.9947121540705364,104.15455627441406,10.509912172953287,6.6823781331380205,0.8929164210955302,0.137810468673706,0.7844734390576681,0.3549698193868001,0.0563198501865069,0.4288549423217773,0.2461242079734802,0.7564932505289713,0.0020151734352111,5.744976997375488,0.0090389152367909,0.0,5.802300453186035,16250894.666666666,1663106.3333333333,-5363074.333333333,13255889.0,17809325.333333332,-5576949.333333333,-6995174.666666667,-966062.6666666666,19824564.666666668,14476697.666666666,28422944.0,30526346.666666668,28839137.83333333,20136864.0,24646860.0,-20550221.33333333,-23221292.666666668,9225105.333333334
1949-10-01,0.3741308848063151,0.288220723470052,285.5167999267578,289.46209208170575,102001.79370117188,311.29506429036456,9.55134932200114,291.897705078125,1.4889202117919922,99925.22916666669,289.94825744628906,0.6756596763928732,0.5626311103502909,0.3761187874091168,0.2283862829208374,3.713263829549154,-7.724286079406738,-9.86421012878418,0.1221558339893817,0.1139440673093001,0.0473101747532685,0.0463509125014146,1.2091868718465169,0.0008403315053631,0.5286763509114584,2.7536471684773765,311.48130289713544,33.13996505737305,9.725340207417808,3.1813586552937827,0.0028550041218598,299.1410725911458,124.2442372639974,213.5676523844401,8.03736654917399,8.374199231465658,2.440179189046224,7.307746251424153,1.0434977213541667,9.957074801127115,6.181739171346028,9.88283920288086,6.840461095174153,147.33333333333334,-3.448725382486979,-0.2278846104939778,1.0050031542778015,126.2871805826823,11.37520949045817,8.419283866882324,1.4552698135375977,0.1771664222081502,1.402491569519043,0.2393905719121297,0.0289771780371665,0.349164346853892,0.2425811688105265,0.8418084780375162,0.0031123359998067,5.275678634643555,0.0121952618161837,0.0,6.037211736043294,11684190.0,1290584.5,-5439380.666666667,10628787.333333334,12820874.0,-6431505.333333333,-7549894.666666667,-971048.3333333334,14328506.666666666,11674505.333333334,26405768.0,28083376.0,21101073.33333333,15579477.666666666,17772833.333333332,-21332652.666666668,-22705171.33333333,8115164.666666667
1949-11-01,3.1353000005086265,0.00527157386144,280.7895863850911,284.4892883300781,101427.66878255208,316.1105550130208,9.92361577351888,289.1357421875,2.2809880574544272,99330.59375,285.46986897786456,4.458709716796875,-0.0846206347147623,3.126410484313965,-0.0417844454447428,6.004150390625,-7.9497865041097,-9.299463907877604,0.1166442011793454,0.1101916606227556,0.0476512710253397,0.0466487805048624,1.223635991414388,0.0010487825299302,0.6565573612848917,4.241117795308431,318.3103434244792,307.5729166666667,10.401888211568195,3.492674191792806,0.0061298112074534,297.73828125,97.23099772135416,243.57003784179688,8.231263796488443,9.079734802246094,2.9575815200805664,8.108164469401041,2.223876953125,10.738571166992188,6.256575584411621,16.009275754292805,6.991952578226726,147.33333333333334,-4.113744099934896,1.5316775639851887,0.9952383438746134,267.018310546875,12.4574343363444,8.589287439982096,2.1336841583251958,0.5985252658526102,2.0750770568847656,0.2435526053110758,0.0225895332793394,0.3752260009447734,0.2446743647257487,0.5099127689997355,0.0038480361302693,5.397093772888184,0.0149972798923651,0.0,8.922861099243164,7696698.333333333,702792.3958333334,-6549019.666666667,5731181.666666667,8590993.666666666,-5698896.0,-8042433.666666667,-906893.0,9671884.333333334,6316682.0,23701800.0,26766816.0,14635092.666666666,9163810.0,12043008.333333334,-19610872.666666668,-21817489.33333333,3490661.333333333
1949-12-01,1.4175150394439695,0.1225411295890808,279.4930826822917,282.38942464192706,101937.03548177084,319.26662190755206,10.103521982828775,287.12744140625,1.9141050974528,99816.80208333331,283.1784159342448,2.1218992869059243,0.0619526108105977,1.3964858452479043,0.0687225063641866,4.419840494791667,-7.7712758382161455,-6.7226918538411455,0.1117257103323936,0.106405006100734,0.0481861804922421,0.0474005416035652,1.2387914657592771,0.0009051078620056,0.55474853515625,3.541804313659668,320.3939819335937,11.199599901835125,10.35588296254476,3.242501894632975,0.0040745287357519,313.0751953125,109.65526326497395,229.7730865478516,8.57844607035319,9.03336238861084,2.583968162536621,7.98182487487793,1.4321695963541667,10.872030893961588,6.291520436604817,13.144689559936523,7.36577574412028,147.33333333333334,-5.889211018880208,-0.0068035125732421,1.0247688293457031,252.35472106933597,12.097992579142252,8.920657475789389,1.8309396107991536,0.3302025198936462,1.7763980229695635,0.2540538112322489,0.0350991909702618,0.3527471423149109,0.2358065247535705,0.7159604430198669,0.00356258948644,5.35800043741862,0.0136237653593222,0.0,7.184584299723308,5795857.0,541642.4375,-4045292.3333333335,4450269.333333333,6410282.333333333,-5385129.333333333,-7840326.0,-662343.6666666666,7467263.666666667,4956384.333333333,22868656.0,26069368.0,11616648.333333334,7266866.0,9249246.333333334,-19831877.33333333,-21506276.0,2857061.6666666665
