,10 metre U wind component,10 metre V wind component,2 metre dewpoint temperature,2 metre temperature,Mean sea level pressure,Mean wave direction,Mean wave period,Sea surface temperature,Significant height of combined wind waves and swell,Surface pressure,Skin temperature,100 metre U wind component,100 metre V wind component,10 metre u-component of neutral wind,10 metre v-component of neutral wind,10 metre wind speed,Forecast logarithm of surface roughness for heat,Instantaneous surface sensible heat flux,Near IR albedo for diffuse radiation (climatological),Near IR albedo for direct radiation (climatological),UV visible albedo for diffuse radiation (climatological),UV visible albedo for direct radiation (climatological),Air density over the oceans,Coefficient of drag with waves,Free convective velocity over the oceans,Maximum individual wave height,Mean direction of total swell,Mean direction of wind waves,Mean period of total swell,Mean period of wind waves,Mean square slope of waves,Mean wave direction of first swell partition,Mean wave direction of second swell partition,Mean wave direction of third swell partition,Mean wave period based on first moment,Mean wave period based on first moment for swell,Mean wave period based on first moment for wind waves,Mean wave period based on second moment for swell,Mean wave period based on second moment for wind waves,Mean wave period of first swell partition,Mean wave period of second swell partition,Mean wave period of third swell partition,Mean zero-crossing wave period,Model bathymetry,Normalized energy flux into ocean,Normalized energy flux into waves,Normalized stress into ocean,10 metre wind direction,Peak wave period,Period corresponding to maximum individual wave height,Significant height of total swell,Significant height of wind waves,Significant wave height of first swell partition,Significant wave height of second swell partition,Significant wave height of third swell partition,Wave spectral directional width,Wave spectral directional width for swell,Wave spectral directional width for wind waves,Wave spectral kurtosis,Wave spectral peakedness,Wave Spectral Skewness,Sea ice area fraction,Instantaneous 10 metre wind gust,"Surface direct short-wave radiation, clear sky",Downward UV radiation at the surface,Surface latent heat flux,Surface net short-wave (solar) radiation,"Surface net short-wave (solar) radiation, clear sky",Surface net long-wave (thermal) radiation,"Surface net long-wave (thermal) radiation, clear sky",Surface sensible heat flux,Surface short-wave (solar) radiation downward clear-sky,Surface short-wave (solar) radiation downwards,Surface long-wave (thermal) radiation downward clear-sky,Surface long-wave (thermal) radiation downwards,TOA incident short-wave (solar) radiation,Top net short-wave (solar) radiation,"Top net short-wave (solar) radiation, clear sky",Top net long-wave (thermal) radiation,"Top net long-wave (thermal) radiation, clear sky",Total sky direct short-wave (solar) radiation at surface
1992-06-01,2.1147915522257485,-1.2687994639078777,285.0702540079753,288.4461619059245,101619.41048177084,324.822021484375,7.054710070292155,290.139892578125,1.0710535049438477,99539.83333333331,289.0132548014323,2.7363036473592124,-1.617968241373698,2.154335021972656,-1.322374979654948,4.372325579325358,-7.798430760701497,-23.276621500651043,0.1400216519832611,0.12615817040205,0.0479650162160396,0.0467345155775547,1.2121461232503254,0.0009042702925701,0.64898681640625,2.019179344177246,326.43408203125,335.0353190104167,7.332433382670085,2.8974571228027344,0.0034357987654705,305.7801106770833,132.10111490885416,226.68932596842447,5.783644040425618,6.264749844868978,2.369223594665528,5.58336893717448,1.46875,7.755764325459798,5.99357795715332,18.44543965657552,4.967981974283855,147.33333333333334,-2.9883829752604165,1.5986541112263997,0.996127982934316,306.4090983072917,8.836240768432617,6.1156816482543945,1.022348403930664,0.2311836282412211,0.973850429058075,0.1669285893440246,0.0217160955071449,0.4228868881861369,0.2851123015085856,0.6243511041005453,0.0041088263193766,4.243353843688965,0.0152415111660957,0.0,6.665072441101074,21809484.33333333,2235039.6666666665,-6319633.0,17879512.333333332,25400984.0,-5191213.0,-7620303.333333333,-2040390.3333333333,28534613.0,19585349.33333333,25854077.33333333,28931343.33333333,41618636.8125,28067280.0,35067682.666666664,-20261133.33333333,-22555023.33333333,11181069.666666666
1992-07-01,0.4587872227032979,-1.2708520889282229,289.59509531656903,292.51554107666016,101922.34163411458,316.821533203125,7.938048362731934,293.218994140625,1.058575948079427,99861.3125,292.9551518758138,0.6359277764956156,-1.4741414388020833,0.475843886534373,-1.3354415893554688,3.9508463541666665,-7.760432243347168,-23.331461588541668,0.134463128944238,0.1219539393981297,0.0481627943615118,0.0470305879910787,1.198097546895345,0.000863016815856,0.6194966634114584,1.984413782755534,316.41603597005206,13.301068623860678,8.18756135304769,2.957979202270508,0.0028095552697777,301.3556416829427,151.5876261393229,208.3421834309896,6.4808855056762695,6.912445704142253,2.3476877212524414,6.048101743062337,1.23974609375,8.407631238301596,7.891206423441569,11.865762710571287,5.4976857503255205,147.33333333333334,-2.4181060791015625,1.1013046900431316,0.9931851426760356,240.1446542739868,10.031837781270346,6.850719451904297,1.0201130112012229,0.1845913330713907,0.9396156867345176,0.2876773079236348,0.031054916481177,0.3941444158554077,0.2646364569664001,0.7160935600598654,0.0027347207069396,4.760610898335774,0.0120153774817784,0.0,5.749356905619304,21014007.666666668,2440060.6666666665,-6230317.0,19598880.0,24367349.33333333,-5157254.0,-6870589.666666667,-2018673.6666666667,27277294.666666668,21416544.0,28650696.0,30872758.0,40268066.04166666,29717168.0,34101725.333333336,-22263701.33333333,-23522668.0,13532482.333333334
1992-08-01,0.7025092045466105,-0.9174200693766276,289.6489283243816,293.2295176188151,101677.1083984375,309.8298848470052,8.683337529500326,294.457763671875,1.2852859497070312,99623.84375,293.9486134847005,0.8967122634251913,-0.946913719177246,0.7323773304621378,-1.0129709243774414,3.8131510416666665,-7.728227933247884,-23.37996419270833,0.129974660774072,0.1183960797886053,0.0485446713864803,0.0473676485319932,1.1917543411254885,0.0008505797789742,0.6808980305989584,2.3945395151774087,310.3202616373698,13.106694221496582,8.87352434794108,3.04837417602539,0.0027942756811777,308.7626953125,120.7976582845052,233.03404235839844,7.357810974121094,7.719140370686849,2.3791300455729165,6.805998166402181,1.1403401692708333,9.32615884145101,6.634674390157064,16.960617065429688,6.305223782857259,147.33333333333334,-2.7298482259114585,0.5275389353434244,0.997631827990214,337.96533203125,10.269275347391764,7.696259180704753,1.2423213322957356,0.1846799453099568,1.2184514999389648,0.1535980701446533,0.0112225922445456,0.3458387056986491,0.2516303062438965,0.7725673317909241,0.0030852754910786,5.128381411234538,0.0126613304018974,0.0,5.864846229553223,18629716.666666668,2124934.333333333,-6989578.0,17023307.333333332,21569801.33333333,-5232379.0,-6965263.666666667,-2105279.0,24081826.0,18591400.0,28988818.666666668,31267296.0,35596936.833333336,25714368.0,30084761.33333333,-22034573.33333333,-23673194.666666668,11886723.0
1992-09-01,-0.0321152210235595,-0.3799740473429362,286.8133544921875,290.6405283610026,101880.0478515625,318.3496500651042,8.478007952372232,292.634765625,1.3538026809692385,99812.04166666669,291.0309244791667,-0.0100177526473999,-0.3912642796834309,-0.0414561827977498,-0.4415998458862304,4.138865152994792,-7.795804341634114,-13.8765869140625,0.1252581837276617,0.1148074145118395,0.0476645144323507,0.0466393505533536,1.2049551010131836,0.0008795374693969,0.625457763671875,2.525017102559408,318.35630289713544,35.940287272135414,8.690433184305826,2.948378245035807,0.0032304573493699,312.2938639322917,104.98679606119792,223.61837768554688,7.128008206685384,7.523228645324707,2.3676411310831704,6.669971783955892,1.3389485677083333,9.323132832845053,6.963136355082194,13.274943987528482,6.135564804077148,147.33333333333334,-2.961263020833333,0.6631991068522135,0.9986271063486736,44.0967051188151,10.289647738138834,7.455345471700032,1.2989492416381836,0.2221628427505493,1.248618443806966,0.2431520223617553,0.031688983241717,0.4045465389887492,0.2657211025555928,0.6761610507965088,0.0033879876136779,4.754899660746257,0.0133447336653868,0.0,6.200353304545085,14729072.0,1577726.0,-6498215.666666667,12700519.333333334,17247992.0,-5521997.333333333,-7482598.333333333,-1273989.0,19229306.666666668,13884953.0,27013282.666666668,29553426.666666668,28681938.666666668,19606160.0,23986409.33333333,-21699963.33333333,-23078883.33333333,8496324.666666666
1992-10-01,2.523992220560709,-1.7176666259765625,283.46473693847656,286.3324025472005,101362.12727864584,333.7406616210937,8.019254684448242,289.869140625,1.770573616027832,99273.73958333331,287.0789998372396,3.468173027038574,-2.3150107065836587,2.552331924438477,-1.7984759012858074,5.136761665344238,-7.826215426127116,-11.748743693033854,0.1221558339893817,0.1139440673093001,0.0473101747532685,0.0463509125014146,1.2170480092366536,0.0009633315106232,0.653778076171875,3.3092807133992515,335.8629150390625,342.1615804036458,8.330210367838541,3.3816941579182944,0.0050433712701002,260.40233357747394,167.4186808268229,192.68685913085935,6.8273115158081055,7.346518198649089,2.7840808232625327,6.70378843943278,1.8229573567708333,8.833767573038736,8.134638150533041,13.59497865041097,6.01083501180013,147.33333333333334,-4.950775146484375,1.2809502283732097,1.0224250157674153,309.3431803385417,9.514610290527344,7.085780779520671,1.6577033996582031,0.4288205107053121,1.6175018946329751,0.1883914868036905,0.0146680437028408,0.4138410687446594,0.2897530794143677,0.6223611831665039,0.0074743231137593,4.289064089457194,0.0208076151708761,0.0,8.139015515645346,10109771.333333334,835524.3541666666,-5857177.333333333,6507433.0,12171826.0,-4360038.0,-7801148.666666667,-1094709.3333333333,13618840.333333334,7133731.333333333,24748482.666666668,28877366.666666668,20951603.666666668,11500253.333333334,17124130.0,-19157002.0,-21962227.33333333,3108822.0
1992-11-01,1.932594935099284,0.6585192680358887,283.3871358235677,286.6605987548828,102197.03759765624,309.4769490559896,10.22682285308838,287.911865234375,1.8910268147786455,100106.60416666669,285.96489969889325,2.9861485163370767,0.8813841938972473,1.905565579732259,0.5922942161560059,4.424279530843099,-7.835353851318359,5.483964006106059,0.1166442011793454,0.1101916606227556,0.0476512710253397,0.0466487805048624,1.2252197265625,0.0009046194609254,0.3076031009356181,3.49442990620931,310.32631429036456,344.5079752604167,10.459490140279136,3.2069244384765625,0.0038724937476217,306.1758626302083,120.22653198242188,214.17032877604169,8.622988065083822,9.10366153717041,2.5617891947428384,8.039812088012695,1.4324951171875,10.61825942993164,6.374255816141765,12.207541147867838,7.362484614054362,147.33333333333334,-3.470067342122396,0.0939086278279622,1.0005317727724712,243.6984202067057,12.250534693400065,8.990412076314291,1.8341042200724285,0.2964377403259277,1.8022820154825847,0.1681191722551981,0.0360661819577217,0.3530149062474568,0.2603929837544759,0.7117884556452433,0.0027764238572369,4.840213139851888,0.0128147254387537,0.0,7.146205584208171,6824660.333333333,747157.2291666666,-3370876.333333333,6283109.0,8223291.666666667,-5276474.333333333,-7365521.166666667,386880.75,9256872.666666666,6928432.0,24821461.33333333,27433234.666666668,14537522.666666666,9691579.666666666,11641788.0,-20320242.0,-22093174.666666668,3981130.6666666665
1992-12-01,0.920017699400584,0.502026359240214,280.0754801432292,283.6429545084636,101807.65209960938,313.75048828125,10.993834177652994,286.75732421875,2.014623006184896,99695.14583333331,283.6103820800781,1.5122480392456057,0.8388112187385559,0.9003796378771464,0.4325607220331828,4.618693033854167,-7.786354064941406,-0.3588832219441731,0.1117257103323936,0.106405006100734,0.0481861804922421,0.0474005416035652,1.2341664632161458,0.0009199928026646,0.500762939453125,3.72024663289388,314.7960611979167,34.36303202311198,11.299172719319662,3.25662899017334,0.0042187099655469,307.3085530598958,92.45490010579428,188.5007527669271,9.07083797454834,9.653031984965006,2.6271642049153647,8.44237995147705,1.5511474609375,11.950188000996908,6.164931297302246,8.303046226501465,7.667681058247884,147.33333333333334,-3.5015665690104165,0.1810626983642578,1.001937250296275,160.50563049316406,13.491533915201822,9.475773175557457,1.917799949645996,0.3576800227165222,1.8309240341186523,0.3755645354588826,0.0354958809912204,0.3673540949821472,0.2558005253473918,0.6889302531878153,0.0021820664405822,5.23018741607666,0.01148197427392,0.0,7.589678446451823,5155616.333333333,542118.3958333334,-4233428.0,4616925.666666667,6377352.666666667,-5442943.666666667,-7829299.666666667,-110902.66666666669,7197626.666666667,5097402.666666667,23170890.666666668,26214125.33333333,11601049.0,7350783.666666667,9125938.666666666,-19808342.666666668,-21549738.666666668,2669823.833333333
1993-01-01,0.044269581635793,1.5023104151089983,279.51084899902344,283.31520080566406,102726.96459960938,309.0782470703125,12.180280049641928,286.250732421875,1.9782956441243489,100606.41666666669,282.9485168457031,0.3535968859990437,1.9652934670448303,0.0372654795646667,1.4473188718159993,2.990559895833333,-7.636290868123372,3.3638137181599936,0.1138984784483909,0.1084220297634601,0.0487464653948942,0.0480306421717008,1.2458397547403972,0.0007756465735534,0.3657124837239583,3.5642166137695312,309.19219970703125,42.446044921875,12.229597409566244,3.3713483810424805,0.0017941123029838,308.4954020182292,119.17355855305988,165.22382100423178,10.743370374043783,10.902305920918783,2.437973976135254,9.703538258870443,0.5665690104166666,12.350590387980144,7.465461095174153,7.370059649149577,9.424566904703775,147.33333333333334,-2.411529541015625,-2.74909782409668,0.9924803773562112,161.95858256022134,13.80553404490153,11.069757143656412,1.9720080693562825,0.07745228211085,1.9537569681803384,0.1798653205235799,0.0230204251905282,0.3059120774269104,0.2498934070269266,1.0755624771118164,0.0016713338748862,5.479073524475098,0.0102905929088592,0.0,5.275960286458333,6250811.0,718153.4166666666,-2591092.0,6202292.0,7530607.0,-6550373.0,-7859967.666666667,223733.85416666663,8501638.333333334,6852658.0,22944882.666666668,24789909.33333333,13251481.0,9138568.0,10520575.666666666,-19749288.0,-21584765.33333333,3956369.0
1993-02-01,-1.379377365112305,-0.3413189848264058,277.8392537434896,282.0493876139323,102666.7666829427,329.6256917317708,9.989961624145508,286.2099609375,1.531985918680827,100525.66666666669,282.6214701334636,-1.7272555033365886,-0.3951886494954427,-1.432027816772461,-0.3967612584431966,4.005452473958333,-7.789137840270996,-15.665501912434896,0.1184615480403105,0.1120362766087055,0.0487716024120648,0.0479508017500241,1.2524325052897136,0.0008660848252475,0.628448486328125,2.847834269205729,329.0503336588542,57.75028991699219,10.156627337137856,2.956563631693522,0.0033545176653812,290.7745361328125,104.63057963053386,225.2645517985026,8.088985761006674,8.43045711517334,2.365025202433268,7.223984082539876,1.3017578125,11.08060614267985,7.330238978068034,9.426339149475098,6.74359671274821,147.33333333333334,-3.0349324544270835,0.6811323165893555,1.012053807576497,84.34140523274739,12.158910433451334,8.529108683268229,1.49156920115153,0.2141403357187906,1.397499720255534,0.3860743244489034,0.042990726729234,0.3762099345525105,0.2664222319920857,0.6949745416641235,0.0032395521799723,5.00483767191569,0.0123283142844835,0.0,6.599789937337239,9770717.0,1051189.25,-4446131.333333333,8894134.0,11099896.0,-6764076.333333333,-8509155.0,-1417342.3333333333,12727560.666666666,9837014.0,22017293.33333333,24428970.666666668,18723584.0,13028402.666666666,15074303.666666666,-20675446.666666668,-21504641.33333333,6097611.666666667
1993-03-01,-0.6084572474161783,-0.0823878645896911,279.4031626383464,283.4874623616536,101979.54996744792,324.47296142578125,10.420237223307293,285.84326171875,1.62665589650472,99869.5,283.57860310872394,-0.674867312113444,-0.0301810900370279,-0.6280186971028646,-0.1432355046272277,3.800865809122721,-7.764738400777181,-13.523284912109377,0.126034057388703,0.1158932447433471,0.0494410110016663,0.0483704395592212,1.2378123601277669,0.0008512235557039,0.5256856282552084,3.0014193852742515,324.3092447916667,44.13805135091146,10.59121799468994,3.042504946390788,0.0030302643620719,253.0272471110026,130.59173583984375,186.29319763183597,8.704428672790527,9.059410095214844,2.3758420944213867,7.872193018595378,1.1353759765625,10.765817960103352,7.104477882385254,8.50402037302653,7.371867497762044,147.33333333333334,-3.468236287434896,-0.2202978134155273,1.00856880346934,87.31268310546875,12.253026326497396,9.109339078267416,1.6029071807861328,0.1685681740442911,1.52159849802653,0.3686957359313965,0.0331516029934088,0.3571645816167195,0.2488926847775777,0.7801437973976135,0.0033369660377502,5.006498654683431,0.0129421539604663,0.0,6.110511144002278,14786509.0,1606181.0,-4381321.0,13013392.666666666,15897819.666666666,-6429094.333333333,-8060657.0,-1282117.0,18585038.666666668,14458763.333333334,22895200.0,25195104.0,26284030.0,18709336.0,21409472.0,-20254734.0,-21669889.33333333,9570879.666666666
1993-04-01,1.4379225373268127,-0.281378706296285,280.9022852579753,284.7760874430339,101289.3770345052,312.56463623046875,9.511608123779297,286.3095703125,1.6349538167317708,99197.3125,284.9508514404297,1.965492884318034,-0.3008508682250976,1.4717077215512593,-0.3378067016601562,4.200159072875977,-7.769850730895996,-18.754608154296875,0.1314609857896963,0.1194490864872932,0.0489321475227673,0.0475540856520334,1.224470138549805,0.0008866788508991,0.5468037923177084,3.037538528442383,313.29254150390625,356.3812967936198,9.723684946695965,3.082002321879069,0.003663595377778,310.60809326171875,119.12733968098958,204.0777791341146,7.940516789754231,8.35441780090332,2.454038619995117,7.333305358886719,1.336669921875,10.038264592488607,5.7926028569539385,13.319695154825846,6.75290044148763,147.33333333333334,-3.816701253255209,0.2827615737915039,1.0053770740826924,279.4950358072917,11.748134930928549,8.298779169718424,1.5887737274169922,0.2381367484728495,1.5368811289469402,0.2363721927007039,0.025808756550153,0.3687562346458435,0.2416744828224182,0.7174051403999329,0.0025629003842671,5.016459465026856,0.0121749949951966,0.0,6.628978093465169,19409322.0,1963197.8333333333,-5103786.666666667,15942685.666666666,21594862.666666668,-5838042.0,-8095805.0,-1718342.6666666667,24115618.666666668,17449296.0,23592978.666666668,26375885.33333333,33867536.666666664,23522629.33333333,28725606.666666668,-19222630.666666668,-21641436.0,10693330.666666666
1993-05-01,-0.3846404353777568,-0.200661023457845,283.92992401123047,287.5926564534505,101225.50834147136,323.083740234375,7.788002967834473,288.01123046875,0.97685972849528,99155.14583333331,287.6188659667969,-0.4416170120239258,0.1016035079956054,-0.3479980031649272,-0.2712841033935547,3.62390931447347,-7.740709940592448,-16.567957560221355,0.1389376434187094,0.1252700934807459,0.0483637352784474,0.0470049815873305,1.211358388264974,0.0008354526944458,0.4935099283854167,1.8383887608846028,323.0078938802083,40.07818603515625,8.001240730285645,2.9226767222086587,0.0026401328699042,279.1922200520833,169.69612630208334,206.0997111002604,6.091731071472168,6.45521863301595,2.275003433227539,5.556599934895833,1.0556640625,8.545937856038412,7.856128692626953,8.725519816080729,5.1132659912109375,147.33333333333334,-3.077880859375,0.7589422861735026,1.0034711956977844,63.38199361165365,10.5244566599528,6.487417538960774,0.9515393177668252,0.137221356232961,0.8264181812604269,0.3625478347142537,0.0867452025413513,0.4531998634338379,0.2600847880045573,0.772253413995107,0.0019055207570393,4.327528635660808,0.009830143302679,0.0,6.055789311726888,21923396.33333333,2210859.6666666665,-5082855.0,17615990.0,24616565.33333333,-5422071.333333333,-7667153.333333333,-1440174.6666666667,27586850.666666668,19331660.0,25245261.33333333,28015046.0,39327641.66666666,26847576.0,33429781.33333333,-19597700.666666668,-22250573.33333333,11509955.0
1993-06-01,0.6258727510770162,-1.1589422225952148,287.28810119628906,290.17726643880206,101791.96875,323.1641845703125,7.521688143412272,290.39599609375,1.0842707951863606,99725.51041666669,290.50631459554035,0.748644232749939,-1.368578592936198,0.6563971439997355,-1.2092402776082356,4.396565755208333,-7.812842051188151,-24.217946370442707,0.1400216519832611,0.12615817040205,0.0479650162160396,0.0467345155775547,1.2071224848429365,0.0009071998453388,0.5633138020833334,2.045135180155436,323.5420735677083,14.562757809956867,7.867066065470378,2.998919486999512,0.0034942268393933,268.27978515625,178.78123474121094,199.93852742513025,6.063811620076497,6.625254948933919,2.434947967529297,5.827294667561849,1.4667561848958333,8.085040092468262,7.908820152282715,10.99713929494222,5.138816833496094,147.33333333333334,-3.0592193603515625,1.4607737859090169,0.9929877519607544,121.60491476456323,9.59645907084147,6.422128995259603,1.026849110921224,0.2478781938552856,0.9286563595136008,0.3201334079106648,0.0465253194173177,0.4230559070905049,0.2759458223978678,0.6486462354660034,0.0038808584213256,4.43441645304362,0.0144950511554876,0.0,6.32819938659668,22742768.0,2547817.333333333,-6058186.0,20606880.0,25638330.666666668,-5407775.0,-7215060.666666667,-2149823.6666666665,28765047.33333333,22585328.0,27166333.33333333,29418354.666666668,41607168.0,30708714.666666668,35425517.333333336,-21163787.33333333,-23031462.0,14686653.666666666
1993-07-01,0.7723912795384725,-1.5590108235677085,287.5411656697591,291.15885670979816,102123.9042154948,324.6526692708333,6.965325037638347,292.19775390625,1.0651861826578777,100051.60416666669,291.6050059000651,1.0034281412760415,-1.9249006907145183,0.7978790005048116,-1.6293938954671223,4.316243489583333,-7.784651438395183,-23.89574178059896,0.134463128944238,0.1219539393981297,0.0481627943615118,0.0470305879910787,1.2065359751383464,0.0008983512719472,0.645355224609375,2.004335085550944,324.67649332682294,7.35988712310791,7.260980288187663,3.0287373860677085,0.003376801420624,283.6278483072917,138.39271036783853,240.99498494466147,5.843714078267415,6.327357610066732,2.442394256591797,5.684017181396484,1.4213053385416667,7.312430063883464,8.063665390014648,17.80396016438802,5.074559847513835,147.33333333333334,-2.874567667643229,1.460604985555013,0.9956251184145608,238.49002488454184,8.487968762715658,6.146678606669108,1.0124148925145466,0.2386841773986816,0.979848047097524,0.1498487989107767,0.0100083698829015,0.413375457127889,0.2898984551429748,0.6747785210609436,0.0042925477027893,3.915722211201986,0.0162429188688596,0.0,6.285209973653157,21911356.0,2341611.6666666665,-6869565.0,18772160.0,24803288.0,-5408814.666666667,-7348175.666666667,-2096456.6666666667,27765461.33333333,20517653.33333333,27421797.33333333,29931765.0,40283784.458333336,28698165.33333333,34299517.333333336,-22598651.666666668,-23564397.33333333,13187384.333333334
1993-08-01,-0.593836784362793,-1.157118797302246,288.6647262573242,292.5022277832031,101872.86246744792,339.008544921875,7.231355667114258,293.387939453125,1.082212766011556,99812.71875,292.8932139078776,-0.9250914255777994,-1.347049077351888,-0.5621471405029297,-1.227243423461914,3.981961568196615,-7.782823244730632,-20.54595947265625,0.129974660774072,0.1183960797886053,0.0485446713864803,0.0473676485319932,1.1965856552124023,0.0008668994996696,0.588409423828125,2.0360167821248374,338.1460367838542,33.49043782552084,7.457756360371907,2.836505572001139,0.0030984980985522,231.26559448242188,158.81922912597656,221.7568715413412,5.988454500834147,6.388601938883464,2.2784751256306968,5.675697644551595,1.2744140625,7.573046684265137,7.523000399271647,11.879410107930502,5.159786860148112,147.33333333333334,-4.24206034342448,1.0264568328857422,1.0121450821558635,34.53856404622396,8.798749605814615,6.306342760721843,1.0504913330078125,0.169200599193573,0.9827141165733336,0.2765884796778361,0.0318957492709159,0.419491171836853,0.2870491147041321,0.6764533718427023,0.0053684711456298,4.6133012771606445,0.0166933946311473,0.0,5.923272132873535,19324842.666666668,2151462.333333333,-6296196.0,17325897.0,21852910.666666668,-5565762.0,-7174133.333333333,-1801057.0,24392823.666666668,18919930.666666668,28232581.33333333,30396804.666666668,35637026.333333336,26062288.0,30324837.33333333,-22292568.0,-23645352.0,12833708.0
1993-09-01,1.7094135284423828,-0.0663676460584004,285.61773681640625,289.6040852864583,101352.13948567708,318.4286702473958,8.430041948954264,291.404296875,1.480036735534668,99287.54166666669,289.9238586425781,2.3781305948893228,0.0758887330691019,1.7368141810099285,-0.128909428914388,4.670471827189128,-7.836805979410808,-12.970188776652018,0.1252581837276617,0.1148074145118395,0.0476645144323507,0.0466393505533536,1.2025461196899414,0.0009267878873894,0.6040445963541666,2.7607959111531577,319.5701497395833,344.1165364583333,8.739215215047201,3.0937302907307944,0.0039138865346709,258.1517791748047,149.13072204589844,212.11297607421875,6.997337341308594,7.553830146789551,2.5276524225870767,6.7132415771484375,1.5846761067708333,8.843716303507486,6.446007410685222,13.336017926534018,5.976148287455241,147.33333333333334,-3.222935994466146,1.1751305262247722,0.9963315725326538,281.3483072916667,10.294601758321129,7.351611137390137,1.4138463338216145,0.3116604089736938,1.3635568618774414,0.1963372031847635,0.0363464330633481,0.3879092335700989,0.2601082722345988,0.6278889377911886,0.0042638381322224,4.823193868001302,0.0150742754340171,0.0,7.265115420023601,15625849.666666666,1632824.3333333333,-6813073.0,13137267.333333334,17654314.666666668,-5865112.333333333,-7736924.666666667,-1314491.3333333333,19675621.33333333,14358786.333333334,26202264.0,28671720.0,28736678.0,19826265.33333333,24283106.666666668,-20873792.0,-22819384.0,9244209.666666666
1993-10-01,0.3542973200480143,0.4504037102063497,282.45106252034503,286.6728515625,101214.19775390624,336.9787190755208,8.234658241271973,289.12939453125,1.6031634012858074,99132.44791666669,286.7821451822917,0.760354645550251,0.960363745689392,0.3469326297442118,0.3599200050036112,4.615973154703776,-7.835459073384603,-5.5143178304036455,0.1221558339893817,0.1139440673093001,0.0473101747532685,0.0463509125014146,1.2136027018229167,0.0009223530068993,0.5487569173177084,2.981045405069987,336.25146484375,43.10743204752604,8.542030334472656,3.015573819478353,0.0040884539484977,193.95118713378903,196.6473134358724,184.29270935058597,6.881628354390462,7.403682390848796,2.477466583251953,6.659212748209636,1.5845133463541667,8.489486694335938,8.373283704121908,10.985810279846191,5.994621276855469,147.33333333333334,-4.5891469319661455,0.6004374821980795,1.0168259143829346,136.8497517903646,10.027820905049644,7.186279614766439,1.5340649286905923,0.3033516605695088,1.4651845296223958,0.2654531598091125,0.030976079404354,0.4157452980677287,0.2844238479932149,0.6084523598353068,0.0058170358339945,4.49575932820638,0.0177613074580828,0.0,7.881387392679851,11107830.666666666,1090940.6666666667,-5869435.666666667,8884319.0,12633302.0,-5604831.0,-7859518.333333333,-570473.3333333334,14129912.0,9752319.0,24550760.0,27466894.666666668,21006763.0,13740491.333333334,17461657.333333332,-19896794.0,-22105123.33333333,5655842.0
1993-11-01,-0.4452529946962992,0.5887430819372336,280.48182678222656,284.0201416015625,101732.49365234376,314.8763427734375,11.262487729390465,287.35693359375,1.761439323425293,99630.3125,284.1531677246094,-0.4093319574991862,0.7797469695409139,-0.4804624319076538,0.5347027430931727,3.6244866053263354,-7.677860260009766,-5.423630078633626,0.1166442011793454,0.1101916606227556,0.0476512710253397,0.0466487805048624,1.2310670216878254,0.0008389676610628,0.5145338773727417,3.2294368743896484,314.19236246744794,45.82147725423177,11.477331479390465,3.230056444803873,0.0028266805845002,302.4788818359375,97.722900390625,220.17047627766928,9.474452336629232,9.866867701212565,2.451972961425781,8.57694943745931,0.9700927734375,11.996529261271158,6.294628461201985,7.715779622395833,8.07279904683431,147.33333333333334,-2.8188374837239585,-1.2105731964111328,0.9915201862653096,125.50306193033856,13.373727162679035,9.875469843546549,1.7275371551513672,0.1736463705698649,1.657326062520345,0.3359908858935038,0.0466278493404388,0.3366170326868693,0.238513429959615,0.8858161767323812,0.0019019643465677,5.309074719746907,0.0102948745091756,0.0,5.630552609761556,7361852.0,742181.4375,-3701635.6666666665,6281651.0,8476800.0,-6050335.666666667,-7928616.666666667,-583985.3958333334,9548271.333333334,6932770.333333333,23328594.666666668,25832733.33333333,14574164.666666666,9592610.333333334,11840375.333333334,-19883055.33333333,-21648513.33333333,4206335.666666667
1993-12-01,3.5055977503458657,0.2607952952384949,280.9226379394531,284.162592569987,102174.26839192708,312.6951090494792,10.962783813476562,286.420654296875,2.8327020009358725,100060.09375,283.71923828125,5.138484636942546,0.2786976297696431,3.4842987060546875,0.1907827059427897,5.73171869913737,-7.924583435058594,3.5733372370402017,0.1117257103323936,0.106405006100734,0.0481861804922421,0.0474005416035652,1.235873858133952,0.0010178045680125,0.4041646321614583,5.202963829040527,314.2388102213542,301.0443522135417,11.340795834859213,3.538392702738444,0.0058976386984189,313.72876993815106,114.86488850911458,206.21942138671875,9.452092170715332,10.147325197855633,2.9595956802368164,9.238878885904947,2.10693359375,11.56492805480957,7.313774426778157,10.957416216532389,8.265489260355631,147.33333333333334,-5.314320882161458,-0.1366729736328125,1.011129637559255,256.211181640625,13.099706967671713,9.747094790140787,2.706288973490397,0.5596546332041422,2.6890808741251626,0.1314078569412231,0.0125476432343324,0.3437634110450744,0.251645565032959,0.5551803112030029,0.0043540013333161,4.918227513631185,0.0170472748577594,0.0,8.893893241882324,5434212.666666667,498577.125,-4212174.0,4160777.0,6431078.0,-4626969.666666667,-7404666.666666667,232404.75,7264408.333333333,4594262.333333333,23634712.0,27067685.33333333,11604685.0,6933144.666666667,9292083.166666666,-19251727.33333333,-21378811.33333333,2430916.333333333
